Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6985209235209235,0.6489551624845743,0.6519253511734715,0.8084873827061032,0.6459804024865663
rmsprop,1,0.6784123284123283,0.6322226792815028,0.6265079418189465,0.8000132937701945,0.6448202959830867
adam,1,0.6653457653457653,0.6214863567804744,0.6231897101866142,0.7942893419830891,0.6343779677113011
adamax,2,0.7544367004777562,0.6665021253256547,0.6660084004477597,0.8180659437458893,0.6653208669783255
rmsprop,2,0.7842196670259912,0.65468942821884,0.672337532532435,0.8134433501542063,0.6966616734431843
adam,2,0.7294721407624635,0.6144700397641573,0.6320702582903539,0.7920601091057797,0.6645010118223453
adamax,3,0.7701561065197429,0.6469175922117099,0.6815377604851288,0.8086612396605788,0.676476838079048
rmsprop,3,0.7415957779594143,0.6737337172631289,0.6913242213270359,0.8233620895677933,0.7002537534362445
adam,3,0.7480318923500743,0.6619621554915672,0.6854468505322394,0.817946923925355,0.7109275730622617
adamax,4,0.7257144466982195,0.7047013574660633,0.7059946066145756,0.8355061652670128,0.6654275092936803
rmsprop,4,0.7432722832722832,0.6905113122171945,0.700639142386908,0.8285238157519945,0.665249734325186
adam,4,0.6465242165242165,0.6518446455505279,0.6418786768786768,0.8054050942116483,0.5894970414201184
adamax,5,0.7850535717708393,0.6753969559851912,0.6867752585492647,0.8218083995422709,0.6548250265111346
rmsprop,5,0.6764069264069263,0.6566735225558755,0.6406005240012336,0.8125028997205489,0.6473181484202792
adam,5,0.7342384887839433,0.6575647881530234,0.6724902651626791,0.8127467829957326,0.6534653465346534
adamax,6,0.78999333999334,0.6956093514328808,0.7106204777554885,0.8314855448903143,0.6754077390470099
rmsprop,6,0.7349735449735448,0.6526093514328808,0.6619942367001191,0.8072124680116882,0.6198083067092652
adam,6,0.765969215969216,0.6245166598107774,0.6562175927213729,0.7964908899150823,0.6541648958776031
