Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6158730158730159,0.6373508844097079,0.615978835978836,0.8024316197949205,0.6365638766519823
rmsprop,1,0.5615970309152127,0.5866556972439325,0.5676959534718156,0.7734237979310395,0.5588235294117647
adam,1,0.5789862914862914,0.5707911696146991,0.5635460225697574,0.7666315231153227,0.5808383233532933
adamax,2,0.7257142857142858,0.6772760180995474,0.6758602452820346,0.8225368658926527,0.6763736847699011
rmsprop,2,0.6161127403062887,0.6235837104072398,0.609784513731882,0.7929379867739719,0.6199297349089747
adam,2,0.5778360528360528,0.5644600301659126,0.5630134096290998,0.7601377743320942,0.5538559592096877
adamax,3,0.7507701285130751,0.6614164267105443,0.6924977821529545,0.8159925323958472,0.6764424609499522
rmsprop,3,0.7277957203615099,0.5745837104072398,0.6108675748654211,0.7679050442348665,0.6154674709177079
adam,3,0.6463822726980623,0.5659797065679419,0.5903499862252544,0.7646904869849284,0.5974012141868144
adamax,4,0.6968055555555556,0.6607013574660633,0.6657615789228692,0.8106224268931754,0.6089177397041609
rmsprop,4,0.7296161433969783,0.638393665158371,0.6601507969155028,0.799851256506906,0.6184674575184355
adam,4,0.6515301120448179,0.6447013574660633,0.6430419129679091,0.8028105582063066,0.609375
adamax,5,0.7439767303403666,0.682502399561223,0.6761556625192989,0.8265746808401555,0.6777777777777778
rmsprop,5,0.6792006843730981,0.6745056903880434,0.6611569238841967,0.8196221117557687,0.6128726430001052
adam,5,0.7643316279679916,0.6403153709036062,0.6620970277957574,0.8030160536899044,0.6300843386356357
adamax,6,0.667090156220591,0.5791690662278898,0.5960645998881292,0.7720659119894822,0.6116863905325444
rmsprop,6,0.6383982683982684,0.591266968325792,0.5852668670774094,0.7776848009668924,0.6021890128394023
adam,6,0.6455201364292272,0.5435787741670095,0.5445623342175067,0.752295011955516,0.5664831674782977
