Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6386675824175824,0.638419306184012,0.6227811721289982,0.8006431457547734,0.6232189973614776
rmsprop,1,0.722953147821302,0.6578039215686274,0.6581770081770082,0.8115783926437468,0.6535759897828863
adam,1,0.7031829573934837,0.6745882352941177,0.6577416366195138,0.8207671342800588,0.6668781725888325
adamax,2,0.7887601055931365,0.6769170437405732,0.7031187337069691,0.8221283765559841,0.6745404018811458
rmsprop,2,0.7218933110938721,0.6660734037204625,0.6797924297924297,0.8123796526821377,0.6282188841201717
adam,2,0.7517676767676768,0.6657030333500923,0.6735509000858033,0.8127337812172898,0.6383986224709428
adamax,3,0.7861997651471335,0.6647963800904977,0.6797768912466032,0.8188105179283266,0.6992999575731863
rmsprop,3,0.7052514152514152,0.643798162621692,0.6568457454337241,0.8064233896503427,0.656536878759101
adam,3,0.7311321463451281,0.6700670353611531,0.6753204826304242,0.8131215026748403,0.605982631071084
adamax,4,0.657680250783699,0.6687013574660633,0.6587371205792258,0.8160750954151764,0.6325946347153006
rmsprop,4,0.7924451168027019,0.65936802413273,0.6961695648983783,0.8112914993311098,0.6387096774193548
adam,4,0.6453796586555207,0.6748190045248869,0.6529983778404831,0.817984380077658,0.6115632596977063
adamax,5,0.7647321428571427,0.6497466063348416,0.6635423929651434,0.8055573107844298,0.6187526697992312
rmsprop,5,0.7272017901453386,0.6692699849170437,0.6697820302303061,0.8168937088335919,0.6434634974533107
adam,5,0.7362788600288599,0.6478642533936652,0.6461353341998504,0.80476698538293,0.6197273114614401
adamax,6,0.708190722321157,0.6648196901138077,0.6674033633873836,0.8163520477550062,0.6454948301329394
rmsprop,6,0.7275853775853776,0.6620780961957433,0.6692157055375446,0.8073584721836821,0.58117723156533
adam,6,0.763951628082063,0.6394254764843,0.6585108944527627,0.802566739941467,0.6226215644820297
