Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6518937271878449,0.6405772658713835,0.6379623777726243,0.8038524522576992,0.6353015472055573
rmsprop,1,0.6280960869196163,0.6547538735774029,0.6209839409827929,0.8109451566612034,0.63518635502211
adam,1,0.6750045977987155,0.6302742355683532,0.6335798960972442,0.8002663530351287,0.6674408783783783
adamax,2,0.7788123492668948,0.6374167009461126,0.6615198056439741,0.8052103754675258,0.6988207797726549
rmsprop,2,0.7935946185830428,0.6705539558480734,0.6891864174472869,0.8226605320689249,0.7207743857036486
adam,2,0.7668831168831168,0.6258782394076512,0.6525584532657551,0.7982624927421903,0.675476926356176
adamax,3,0.7441388809727368,0.6565076100370217,0.6866489866489865,0.815042795277196,0.7095435684647302
rmsprop,3,0.7242522429723386,0.6459851912793089,0.6654755217373812,0.8084370520320256,0.6779481755684823
adam,3,0.6785569985569986,0.6682760180995475,0.670664939285629,0.8169778234559013,0.6550445103857567
adamax,4,0.7449972632731254,0.6763423831070889,0.6917345295606164,0.8200801516900347,0.6418674056704328
rmsprop,4,0.6639507469654529,0.67336802413273,0.6635563268338622,0.8171275767502664,0.6108640406607371
adam,4,0.7241937119675457,0.6567013574660633,0.6723718816218816,0.8079355582063068,0.5971867007672633
adamax,5,0.8120657990563945,0.6604648292883587,0.6911255411255411,0.8152586778280179,0.6756843114282671
rmsprop,5,0.6987502817048271,0.6875414781297134,0.6732759335526134,0.8290239133791553,0.6696728187919463
adam,5,0.7359147796647797,0.7360496366378719,0.7166641716837332,0.8538876921511375,0.6897752453308008
adamax,6,0.7757182211727667,0.6772206225147401,0.6977496577496578,0.8250023246525935,0.7
rmsprop,6,0.7495526695526695,0.7156093514328808,0.7106798756798757,0.8433131631784588,0.7104984093319194
adam,6,0.7335569341838934,0.6376072946661181,0.6613997113997114,0.8029898849187482,0.6540178571428572
