Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6396103896103896,0.6013972302207596,0.5985153211568306,0.7838257275101868,0.6233382570162482
rmsprop,1,0.5838214855320119,0.611444947209653,0.5840589569160998,0.7856288553134645,0.591525601934602
adam,1,0.6113740061108482,0.5455093925682161,0.556813464956464,0.7531523311907109,0.5658396946564885
adamax,2,0.6804088504088505,0.6402503770739064,0.6301244868916297,0.8026647452049636,0.6439923712650986
rmsprop,2,0.6317810695615745,0.6411327300150829,0.6178643578643579,0.8017796498035134,0.6207775653282346
adam,2,0.7165103415103415,0.61466611819553,0.6233641882913523,0.7913695214298606,0.643879173290938
adamax,3,0.694381376199558,0.6204470039764157,0.6425013864079442,0.7952025853616757,0.6665608129564942
rmsprop,3,0.8347009051554507,0.6413560948855067,0.6921661812776332,0.8068676189430696,0.6974063400576369
adam,3,0.704437986256168,0.5899245852187028,0.619397458836289,0.7783717651737961,0.6324777259227832
adamax,4,0.6215367965367966,0.5945769916358151,0.6025766225452746,0.7788392180960483,0.5977011494252874
rmsprop,4,0.5718901468901469,0.5834951323186618,0.5711026521371348,0.7728318126455073,0.5804857533382399
adam,4,0.7252374470659406,0.6414856711915535,0.6622041116746998,0.8003340282003648,0.596369460758142
adamax,5,0.6866973021753586,0.6459138900315371,0.6372053872053872,0.8047407506540692,0.6010975094976784
rmsprop,5,0.7386575842458195,0.6712381735911147,0.6706386956202727,0.8186695522026017,0.6322046491879842
adam,5,0.6827150520930425,0.6200493624023035,0.6229956380674084,0.7917866784385166,0.5995338489246742
adamax,6,0.6413780663780664,0.6000315370903606,0.6002481911349585,0.7823425497416984,0.6104515581937673
rmsprop,6,0.6102678886769796,0.645140545728781,0.6093982849301999,0.8062332481604394,0.6299367679071213
adam,6,0.655184041547678,0.6024132730015084,0.6129965400018876,0.7835925155042861,0.6113989637305699
