Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6842982456140352,0.6600603318250376,0.662151989450751,0.8116741369407295,0.6322436849925706
rmsprop,1,0.6698809523809522,0.6696093514328808,0.6511246086760061,0.8155905751823461,0.6128318584070797
adam,1,0.6973636363636363,0.6592503770739064,0.652017730496454,0.8104226856729234,0.6122190566635011
adamax,2,0.7534593837535015,0.716844645550528,0.7175404497463321,0.8433604187587754,0.698500478570669
rmsprop,2,0.724584017515052,0.7112036199095023,0.7078234445293269,0.8412551007128888,0.7102218448147755
adam,2,0.7316653865847415,0.7230286576168928,0.7124171315385237,0.8454284695646275,0.6771970741015583
adamax,3,0.7801273382916384,0.6811779788838612,0.698600636692742,0.8249477544374233,0.6869342987967202
rmsprop,3,0.7232142857142857,0.7172737556561086,0.6998893667891616,0.8344747148654765,0.6163765312701484
adam,3,0.6884941520467835,0.6442036199095023,0.6526233759360693,0.8038092116681357,0.632438739789965
adamax,4,0.7459615384615385,0.7034404223227753,0.7091476990326095,0.8369170455187364,0.6993318485523385
rmsprop,4,0.755952380952381,0.7612300988771578,0.7519110377996724,0.8636863304733694,0.6967914438502674
adam,4,0.7758337341670676,0.7686375062845651,0.7525014073651789,0.8670007055162638,0.6869676320272573
adamax,5,0.7201608415249389,0.6647209653092006,0.678745352071439,0.8131950969697807,0.6203339359778794
rmsprop,5,0.7614844877344877,0.7404132730015083,0.7459261225475148,0.8536229529035616,0.6753731343283582
adam,5,0.7155168240135561,0.7603284732696498,0.7313988843400607,0.8595757474528276,0.6325556733828208
adamax,6,0.6825777350704038,0.579853283970931,0.6039642176005813,0.7722283629522366,0.6100795755968169
rmsprop,6,0.6828199578199577,0.5826875085698615,0.6097205824478551,0.7736675705546378,0.6099140218660439
adam,6,0.6818994137175955,0.5831399972576443,0.6077828835430317,0.7738690614350403,0.6098726114649682
