Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6861435786435787,0.7125837104072398,0.6857413383043635,0.8397701574910433,0.6678266371401456
rmsprop,1,0.6071810797897754,0.6077013574660632,0.5931365896234425,0.7822473743758089,0.5665290568434425
adam,1,0.724390977443609,0.6365113122171946,0.6288727181693933,0.7959275049245866,0.55579058699101
adamax,2,0.783241167434716,0.7611779788838613,0.7637022923084305,0.8659119217351599,0.7097597278332979
rmsprop,2,0.6700859788359788,0.6550603318250376,0.6453651674228185,0.8092154719431219,0.6328671328671329
adam,2,0.7093469174503657,0.7161523378582202,0.697946254525202,0.8402880547916094,0.6441431900021182
adamax,3,0.6554239877769289,0.6236253942136295,0.6221516370867021,0.7953309089146571,0.6344551112986603
rmsprop,3,0.6859298029556651,0.6682956259426848,0.6551732811550256,0.8153485668517513,0.622980251346499
adam,3,0.6478354978354978,0.6129123817359111,0.6192690474321996,0.7904532346499046,0.6448953709575143
adamax,4,0.8405180677907951,0.6925449060743177,0.7190395508907305,0.8338450980434945,0.7309129738387613
rmsprop,4,0.7041125541125542,0.6679994515288633,0.6759494694254052,0.8186940066607846,0.6657470288624787
adam,4,0.7679161747343567,0.6500740436034554,0.6781574085594502,0.8102598207614655,0.6757533808966031
adamax,5,0.6737427060956473,0.6334060057589469,0.6411313911313911,0.7987957766889706,0.6101622997772356
rmsprop,5,0.6776875901875902,0.6808010725657785,0.6716299952670931,0.8176874247621979,0.595159044661026
adam,5,0.630838897944161,0.5680351021527492,0.5884740184740185,0.7641948480511068,0.5653789004457652
adamax,6,0.670297619047619,0.6054132730015083,0.6155829258460838,0.7842103877340011,0.6304394197952219
rmsprop,6,0.6280555555555555,0.5867209653092006,0.5998072074124705,0.7742344976590755,0.6104928457869634
adam,6,0.6590387187420137,0.5295269436445907,0.5547064047064046,0.7467460468480525,0.5989389920424404
