Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6489760963674007,0.6475837104072397,0.631421568627451,0.8040137594542147,0.6009711812519793
rmsprop,1,0.6545104895104895,0.6294660633484161,0.6049504881286178,0.7944203832367974,0.5900168847615028
adam,1,0.6586774628879891,0.6700603318250377,0.6512488328664798,0.8168035384678387,0.6335659898477157
adamax,2,0.6848436285936287,0.6730851501439736,0.6587854983007886,0.8222801855977454,0.6876991714467814
rmsprop,2,0.7415044858523119,0.7155837104072398,0.7118731268731269,0.8410896349815978,0.6661367249602543
adam,2,0.6381210886558479,0.6369957493486905,0.6214658815617694,0.8012537675619368,0.6213808463251671
adamax,3,0.6475333163568459,0.6301617989853283,0.6312942771231541,0.798789335856559,0.6355317134742822
rmsprop,3,0.6440635680109363,0.63789592760181,0.6289550971903912,0.8014556058644114,0.6450454257342066
adam,3,0.6510790866054024,0.627737556561086,0.6321716409951704,0.7974056871161909,0.6339530952884006
adamax,4,0.7210168619259529,0.6813327848621966,0.694531174801369,0.8269125557884245,0.6985966404422709
rmsprop,4,0.7006385281385282,0.6937073906485671,0.6636577911526436,0.8311524075938819,0.6797433740008414
adam,4,0.6799323282081904,0.6416961469902646,0.6553055021057861,0.8051266989815505,0.6542016360352703
adamax,5,0.6645087235996326,0.6467393390922802,0.6358293221929585,0.8062718989111367,0.6231394489602027
rmsprop,5,0.5940390019337388,0.6247250788427259,0.5975774225774226,0.7948292396609363,0.6122190566635011
adam,5,0.6097009051554506,0.599876593994241,0.5878926573786691,0.7802100846630444,0.5668041891463027
adamax,6,0.6436308136308136,0.5899306184012066,0.5882844292139644,0.7740781456844805,0.5840916390108126
rmsprop,6,0.6282407407407408,0.5734663375839847,0.5788825359971604,0.7694471487874416,0.6123008756197912
adam,6,0.651044638722907,0.6115972850678733,0.6097428715075773,0.7857406422780623,0.5975726604918556
