Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6387707120465741,0.5846414369943781,0.5981944270585834,0.7731299779816735,0.576837416481069
rmsprop,1,0.5900236127508856,0.5394062799945153,0.5520594955473999,0.7510061528044428,0.5864821713677488
adam,1,0.5988541541901224,0.534730563554093,0.551647650595019,0.7481423900285048,0.5748987854251012
adamax,2,0.7493000177210702,0.6818903971845148,0.6806259895262452,0.8217816131198022,0.6528
rmsprop,2,0.8031578947368422,0.6702503770739064,0.6856225523046647,0.8188531736066272,0.6746099593930326
adam,2,0.7202509059133377,0.650010055304173,0.6516108322019093,0.8050829238220747,0.6401028277634961
adamax,3,0.7091991341991343,0.583798162621692,0.5995335296985501,0.7761336512117475,0.6533546325878594
rmsprop,3,0.6969208211143696,0.6461779788838612,0.6364951714951715,0.8062777653796939,0.664214902462424
adam,3,0.6451060433819055,0.5974345262580557,0.5927130562812721,0.7830753318318586,0.6545319465081723
adamax,4,0.6062962962962963,0.5870663650075415,0.5834927809318053,0.7741456888530058,0.6094165161016049
rmsprop,4,0.5673914431673052,0.5360407239819005,0.5299997594997595,0.7462614921865516,0.5625467364597799
adam,4,0.5917316017316019,0.5650407239819005,0.5653856505143302,0.7626325049457222,0.6052207541089267
adamax,5,0.7647286047286048,0.6591523378582201,0.6694252873563219,0.8131210252403571,0.6739828693790151
rmsprop,5,0.7293040293040293,0.707554885201944,0.6854148423363815,0.8364739049754067,0.6863330843913369
adam,5,0.6729691876750701,0.6674856711915536,0.6588596764965933,0.8169787152663256,0.664572462996486
adamax,6,0.7201098901098901,0.6950135746606335,0.6901530718848192,0.8295615799612828,0.6427812034871359
rmsprop,6,0.7390755113590428,0.6614389140271493,0.6686149674080708,0.8114653033087305,0.6189154568744663
adam,6,0.6622727272727273,0.6651312217194569,0.6465816016709761,0.8135556777911086,0.6210191082802548
