Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.5527205414905949,0.5266556972439326,0.5302962931305177,0.7441761935367328,0.5765230312035661
rmsprop,1,0.675558667911609,0.536870286576169,0.5582999353587589,0.7442173370394963,0.5169056280761823
adam,1,0.5372523077666618,0.4937323460852872,0.49133203960790167,0.7267459682426386,0.5534765043589198
adamax,2,0.7441208791208791,0.6821327300150829,0.6804861430431781,0.8256615772411084,0.6878980891719745
rmsprop,2,0.735901077480025,0.6178446455505279,0.6277257245678298,0.7922717846665333,0.6639641561766588
adam,2,0.6386823702613176,0.5887013574660633,0.5885294117647059,0.7766756387125403,0.6421344126105016
adamax,3,0.5995670995670996,0.5627821198409433,0.5461006865600431,0.7632482122545453,0.5991091314031181
rmsprop,3,0.5793341658598643,0.5518497189085424,0.5563880563880563,0.7581851134673498,0.6087928464977646
adam,3,0.6150657274988826,0.5647072535307829,0.560122363512194,0.7644216648125425,0.6074137378485205
adamax,4,0.6351703851703852,0.6633446455505279,0.634965330525803,0.8044745404612773,0.5629669156883672
rmsprop,4,0.6792633901186533,0.6213574660633484,0.6171614698510983,0.7832459057601027,0.5606694560669456
adam,4,0.5581695156695157,0.5076817496229261,0.5022635316752965,0.7316390502761356,0.5520955529487043
adamax,5,0.7255446623093682,0.6477945366180661,0.6463945885490601,0.8043458855073915,0.6500752526338421
rmsprop,5,0.8006224712107065,0.6816289592760181,0.6828947903947903,0.8222509726707347,0.6713792359162529
adam,5,0.7537433155080214,0.7113088654265125,0.698170954205437,0.8380341855308975,0.6851237014030203
adamax,6,0.692347494553377,0.6784531590413942,0.6708550010055455,0.8177832136611006,0.6167060339274211
rmsprop,6,0.6435724371208242,0.673958438076085,0.6438848272181605,0.8158433746389274,0.6187526697992312
adam,6,0.7286360698125405,0.6497978883861236,0.6538933620906914,0.8067163653701641,0.6404879092659961
