Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.667550505050505,0.5999890305772658,0.6048988520597914,0.7834305064192257,0.6336047372316802
rmsprop,1,0.6016791298818948,0.6431846584787762,0.6047947323111039,0.7883089726265121,0.5347957639939485
adam,1,0.6650731529678898,0.5739879336349925,0.570737365291713,0.7666679057166358,0.5877109200891436
adamax,2,0.726348488113194,0.7679252555723145,0.7356742709470757,0.8667394647701204,0.6872673119880863
rmsprop,2,0.7341837208685035,0.7341270739064857,0.7130618621717693,0.8455126005738498,0.6517226621014338
adam,2,0.7068760064412238,0.7281866934808111,0.7074699374699375,0.8457275258531911,0.6655340836695689
adamax,3,0.6767813267813267,0.5995324283559578,0.6259590512238433,0.7818769021416834,0.6165001611343861
rmsprop,3,0.7197958493119784,0.6737933634992459,0.6524488152749023,0.8179146219017618,0.622262194476775
adam,3,0.614639540026537,0.6037269984917044,0.6040606314608445,0.7820806121790462,0.6062781229912149
adamax,4,0.6903580290677065,0.6561538461538462,0.6573396369106486,0.8075728863078763,0.6294513955726659
rmsprop,4,0.7125496031746033,0.715999245852187,0.6999668159946906,0.8334585456776364,0.6077070879590094
adam,4,0.6138994338994339,0.5796817496229261,0.5812692178061238,0.7712635066290936,0.6283783783783784
adamax,5,0.8064293730960397,0.7258555387967153,0.729733647475583,0.8450006157943627,0.6839389378628252
rmsprop,5,0.7962962962962963,0.7286877828054298,0.7243676170449626,0.8460972609298533,0.6736334405144695
adam,5,0.8297861905705043,0.7212803753980225,0.7378526124657295,0.8426674588853215,0.6833943570967047
adamax,6,0.7257761951310339,0.762607675548852,0.7377437710771044,0.8625572688955702,0.6639283047050037
rmsprop,6,0.73874883286648,0.7301458019105077,0.7252386487533677,0.8441027454601722,0.6281390856406954
adam,6,0.7375399292065958,0.7759125188536954,0.7475509428319609,0.8679890817665292,0.6431984708505893
