Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.8191219891219892,0.7157054709995886,0.7315514788242061,0.8467795157116204,0.7555038103302286
rmsprop,1,0.7908760683760684,0.7489894419306184,0.7397872097253336,0.8599895218419509,0.7110193712289616
adam,1,0.6363474315345973,0.6288194158782394,0.6157743227158466,0.7995455328812732,0.6749573014517507
adamax,2,0.5960474308300395,0.5887823940765117,0.5770542302457197,0.7769799289363847,0.6104515581937673
rmsprop,2,0.6443650363087703,0.5988194158782393,0.6066355997331352,0.7817865718951098,0.6094580233793836
adam,2,0.6196969696969696,0.6130015082956258,0.6031946822616193,0.789551269373836,0.6224219989423585
adamax,3,0.6886870037271108,0.6032154120389415,0.6208350529344444,0.7860426780641977,0.6555555555555556
rmsprop,3,0.6868633817163229,0.5915933086521321,0.6146284168153808,0.7807186150790254,0.6653208669783255
adam,3,0.7411904761904762,0.6205113122171946,0.6313335887529437,0.7928157269898273,0.6522435897435896
adamax,4,0.6969213611370474,0.6453041729512319,0.6499716253284497,0.8025669680603928,0.6387873575575145
rmsprop,4,0.6753629703629703,0.5776964212258329,0.5943019568464165,0.7729002127505009,0.6437281306330187
adam,4,0.7632289279348103,0.6226817496229262,0.656254861291159,0.7955201324111362,0.6840408382590004
adamax,5,0.5916005291005291,0.5260150829562595,0.5232404027104489,0.7419702086208031,0.5751251197955489
rmsprop,5,0.7173429951690821,0.5960663650075414,0.6139726939726939,0.7801690109607583,0.6412172984516818
adam,5,0.7029006347188166,0.50717400246812,0.5436583024818319,0.7347721635314179,0.5844475344956679
adamax,6,0.679158401984489,0.60937885643768,0.6017880632803446,0.7860145712202974,0.5889323881070787
rmsprop,6,0.6718115218115219,0.6354860825449061,0.6290307637183852,0.8010842468427342,0.6334496985084102
adam,6,0.6388560934015479,0.5866515837104072,0.5885675517344743,0.774595970455315,0.5877546689303905
