Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6195563695563696,0.5852740070387129,0.5783050630408875,0.7659840314270799,0.5196808510638298
rmsprop,1,0.5725562480997264,0.5677269984917044,0.5380546680255057,0.7622552325401939,0.559147685525349
adam,1,0.5899350649350649,0.5735369532428356,0.5587491923281397,0.7648817643467444,0.5636654235482152
adamax,2,0.6884782608695652,0.6121523378582202,0.6177926687916546,0.7859780263917442,0.5904059040590406
rmsprop,2,0.6678030303030302,0.617393665158371,0.6089410972169593,0.7889458643136956,0.6000846381718155
adam,2,0.6922874355428801,0.5750030165912519,0.5853153839505926,0.7636451561272283,0.521056539726318
adamax,3,0.6922193967648513,0.6223721376662552,0.6439936213367118,0.7986789719784209,0.7210414452709883
rmsprop,3,0.6497942386831276,0.6719188872130047,0.6569610701189649,0.8176542390395163,0.6651429786329328
adam,3,0.6577094474153299,0.657917043740573,0.6513156267291605,0.8137908575873688,0.689250607758165
adamax,4,0.6574675324675324,0.6214027149321267,0.6292286189440384,0.7968674455135788,0.6893162844763816
rmsprop,4,0.7006120268620268,0.6374193061840121,0.6409162257674396,0.8009036795548219,0.6426292278238672
adam,4,0.653078403078403,0.568153023447141,0.576022176022176,0.7681420893079568,0.6438414246343014
adamax,5,0.7820648487315155,0.770363666834255,0.7508601155055018,0.871157043733735,0.7437937619350732
rmsprop,5,0.7716847674742412,0.7382503770739065,0.7335820960306854,0.8548793701287412,0.7423175416133163
adam,5,0.628232926493796,0.6649683257918552,0.6439345157766211,0.8180233699580391,0.7011070110701108
adamax,6,0.5528973950026581,0.49212943918826274,0.49624879973130903,0.7259616238056554,0.5528585116576173
rmsprop,6,0.7830551635946732,0.5806093514328807,0.6049708082466704,0.7706147125839716,0.6057712937137953
adam,6,0.6691593567251461,0.5639170437405732,0.5815040680405792,0.7614108852416352,0.5854231138619144
