Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.5030453951506583,0.538534210887152,0.5138501112414156,0.7478324138491335,0.5247868645405747
rmsprop,1,0.5921937321937321,0.6266289592760181,0.6016125179168658,0.792576976753584,0.5801767676767677
adam,1,0.5598492063492063,0.5982699849170438,0.5667317320360798,0.7762525364918321,0.5367647058823528
adamax,2,0.6492424242424243,0.5796818867407102,0.5718410315971292,0.7709972579212782,0.5797788309636651
rmsprop,2,0.6453245614035088,0.6421779788838613,0.6235369458128079,0.8027254457935153,0.624250078939059
adam,2,0.6638278388278388,0.6040778829014123,0.5990222436662065,0.7852435784228041,0.6238145416227607
adamax,3,0.7797449415787974,0.662801316330728,0.687158632613178,0.8176708211402512,0.6983400723558204
rmsprop,3,0.6744688644688644,0.6975837104072398,0.6806344615879482,0.8313880474214418,0.6466876971608833
adam,3,0.6846126422597012,0.6929170437405732,0.6840866757081927,0.8309147603094489,0.6875
adamax,4,0.6130033412642109,0.6059248594542712,0.5929257611075793,0.7877019953025333,0.6566455696202531
rmsprop,4,0.5962128780310598,0.5811833264774441,0.5741277610965199,0.7737880705288962,0.6237352445193929
adam,4,0.608963763509218,0.5900548471136706,0.5862712688381138,0.7781115556814857,0.6232189973614775
adamax,5,0.6592424242424243,0.6768250377073907,0.6615417360230218,0.82246128364066,0.6779141104294478
rmsprop,5,0.6873693456302152,0.6438036473330591,0.6497929963774367,0.8100320066569282,0.7329659849528452
adam,5,0.6528916494133885,0.6749426847662142,0.6539268113513388,0.8211269087978721,0.6674759843766493
adamax,6,0.6429305542941907,0.5865679418620595,0.5947230605281235,0.7772181534803313,0.6429709913930506
rmsprop,6,0.6571019889201708,0.5941670094611271,0.610331727096433,0.7817141573279396,0.6551541476851361
adam,6,0.6590772254565359,0.5713094748388866,0.587411422533675,0.7699966308043177,0.6529480754877919
