Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6737308146399056,0.5752612093788564,0.6045450649199214,0.7688476653295222,0.5938540883206189
rmsprop,1,0.7341303966303966,0.612996023584259,0.6354815098153107,0.7899267350946534,0.6401413730320231
adam,1,0.7424242424242423,0.5986233374468669,0.6288355867044392,0.7821174316125871,0.6280592528982395
adamax,2,0.727056277056277,0.6496448649389825,0.6715831197610309,0.809501219409542,0.664643883743213
rmsprop,2,0.670483682983683,0.6732332373508844,0.6576422095588997,0.8207398677610794,0.6466505415921758
adam,2,0.6847632165813984,0.6704415192650487,0.6612231143814409,0.8203875783861332,0.6677565657631052
adamax,3,0.6836048454469508,0.6853273001508294,0.6730576986733887,0.8271510901187191,0.6884933248569612
rmsprop,3,0.6513491048593351,0.6307782805429865,0.6128160889111653,0.7971668994496859,0.6337209302325582
adam,3,0.6773569023569024,0.6746606334841628,0.6623452341873394,0.8207111472113849,0.6666313895650333
adamax,4,0.659688013136289,0.6218686106921401,0.6209703526620368,0.789184992956148,0.6064467766116941
rmsprop,4,0.80175,0.6411794871794871,0.6647848971972393,0.8023999653727915,0.6400642742367434
adam,4,0.6806793424440483,0.6281364169599464,0.6311471095953854,0.7925612682804866,0.6155088852988692
adamax,5,0.7566241230034333,0.6476360894007953,0.6776584299798291,0.8106874706694143,0.7095126622685677
rmsprop,5,0.6618564273925743,0.5874770327711504,0.6041700129935424,0.775239273774179,0.5961106955871354
adam,5,0.6361710060274653,0.5968942821883998,0.6060548820736908,0.7806748927243415,0.6096239643084768
adamax,6,0.5882795365553987,0.5307678595913891,0.5452417421316943,0.7458261985251312,0.5647321428571428
rmsprop,6,0.5526363256626414,0.5426093514328808,0.5423349155582966,0.7525782542514988,0.5793801391524351
adam,6,0.5709274385744973,0.4726929932812286,0.49659586056644883,0.7143024008134908,0.5092415551306565
