Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7230392156862745,0.606393665158371,0.6310713978920937,0.7838185727852427,0.6165825367844484
rmsprop,1,0.7650834528388708,0.663870286576169,0.6807676666017433,0.8148198593626669,0.6624156039009752
adam,1,0.6582683982683983,0.5897013574660633,0.6031674889372357,0.7733936088976325,0.5730793922533705
adamax,2,0.8164010527203929,0.7081297134238311,0.7207697176367254,0.8397377027520722,0.687964338781575
rmsprop,2,0.7983164983164984,0.7151215015920898,0.7103426604947903,0.8379447618961124,0.6501504729148753
adam,2,0.8071668087035403,0.7013560948855067,0.7132087183958842,0.8368656257861797,0.698788780280493
adamax,3,0.7290882352941177,0.6757586726998491,0.6686074440464684,0.8211980663821686,0.6663842406269858
rmsprop,3,0.7223785473785473,0.6684900284900286,0.6702958220325166,0.8136973874953065,0.6304
adam,3,0.684707102537985,0.6233273001508295,0.6222064777327935,0.7942426804798012,0.6521692669373798
adamax,4,0.7195728046907719,0.6559426847662142,0.6526405792534824,0.8094303540451427,0.6315005849197064
rmsprop,4,0.7078530402059814,0.6617596782302664,0.6666459027475976,0.809080537808191,0.6153431742269152
adam,4,0.7201692642869113,0.6375766716943186,0.6465160656337127,0.7951370164818132,0.5814028660704665
adamax,5,0.7049062049062049,0.6734773070067188,0.6753413738200756,0.8216205454481064,0.6664195700518902
rmsprop,5,0.7159803921568628,0.6452503770739064,0.6663280518803949,0.8043166234413132,0.6388261851015802
adam,5,0.6920219565380855,0.6307678595913889,0.6505712111283959,0.798547122883258,0.6311475409836066
adamax,6,0.6713120213120213,0.5695968737145207,0.5822745856836766,0.7656101585184806,0.5767476397581415
rmsprop,6,0.7282171763002071,0.5654389140271492,0.5957802988837472,0.7630986227333503,0.6061937419631376
adam,6,0.5744588744588746,0.5560674619498149,0.561362153418698,0.7574854545861872,0.5451183431952662
