Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6931041482619885,0.6319333607568902,0.6351590283699096,0.7997442000236658,0.643765903307888
rmsprop,1,0.6839761248852159,0.6009173179761415,0.6105794452189437,0.7835948527470102,0.6309511130045797
adam,1,0.681628787878788,0.6154627725215961,0.6216784142621464,0.7909005952829863,0.6320093457943925
adamax,2,0.5379546597193656,0.560470588235294,0.5438149294805641,0.7609663857000183,0.6094165161016049
rmsprop,2,0.5366937410415671,0.5262511997806115,0.511121694842625,0.7457227270833541,0.6107816140648168
adam,2,0.6410982956437502,0.6337611408199644,0.6077128753599341,0.8013154404792405,0.6553367217280812
adamax,3,0.7218855218855219,0.5652063622651858,0.5946816990295251,0.7649039082148704,0.6090425531914894
rmsprop,3,0.6536056925530609,0.5993651446592623,0.6068220668220667,0.7838931882326903,0.6454948301329395
adam,3,0.6898749398749399,0.5438818044700398,0.5696947496947498,0.7521632366082287,0.564500691268744
adamax,4,0.6159518642277263,0.5534060057589469,0.5660888774525138,0.7591473782366852,0.6103689567430025
rmsprop,4,0.6093612477460028,0.5293363499245852,0.5506182330138772,0.7448938787650057,0.5648246546227418
adam,4,0.6545454545454547,0.578605512134924,0.5921894603712785,0.7729866658732298,0.6422106271962518
adamax,5,0.7031255781255781,0.6273330590977649,0.6454940079727854,0.8010275196998928,0.7208040842373963
rmsprop,5,0.633833316442012,0.6311833264774441,0.6278287501971713,0.8013049572030014,0.6793386689132266
adam,5,0.5409552568643478,0.5375236528177705,0.5321984197801854,0.7509287559593152,0.601811861371537
adamax,6,0.5944261620732209,0.546828465651995,0.557678580472698,0.7548635179621127,0.5878421387651178
rmsprop,6,0.6518917341801355,0.5236679007267242,0.5546329468743262,0.7424468679798465,0.572347266881029
adam,6,0.6020257520257519,0.5577430412724531,0.5612929183008396,0.7611143733754097,0.6084176877996803
