Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7239872196768748,0.6495580693815988,0.6534514130855594,0.8046479998481846,0.5979151154132539
rmsprop,1,0.6644366744366744,0.684342383107089,0.6622582559874457,0.8235904617414327,0.6235368554254983
adam,1,0.7178973803973804,0.6710090497737558,0.6613045822102427,0.8161431430965249,0.6104102618467083
adamax,2,0.7302029914529915,0.6507269984917043,0.6681708894191363,0.8073021279771464,0.6418674056704328
rmsprop,2,0.6990918803418803,0.6566093514328808,0.6695507376410897,0.8109967952379901,0.6540546285471357
adam,2,0.7116741283407949,0.6419473772414949,0.6425399906824055,0.7997851935317268,0.6190374559812186
adamax,3,0.7182729468599034,0.6351070889894419,0.6465660399056984,0.80078093082031,0.6635693687920539
rmsprop,3,0.7506593406593407,0.6744917043740573,0.687778379883643,0.822528609810617,0.7077713551701991
adam,3,0.6773525099189237,0.6055776772247361,0.6075566590272473,0.7839139168810644,0.6194435561240806
adamax,4,0.7691432842519799,0.6623529411764706,0.6758640270799979,0.8165376950466251,0.6770943796394486
rmsprop,4,0.7981303418803419,0.7071372549019608,0.7083662175221802,0.8372829912736192,0.6761671806870149
adam,4,0.7478613053613054,0.6775044563279857,0.6815117222013772,0.8252544076269739,0.7003171247357294
adamax,5,0.7559194982340762,0.6167013574660634,0.6598086951267409,0.7894316006124049,0.6260522339736672
rmsprop,5,0.7694551368934671,0.6497269984917043,0.686388818153524,0.8078560864050258,0.6626325372175217
adam,5,0.7524193548387098,0.6640090497737556,0.6909698335997146,0.8150775214027766,0.6625241054210413
adamax,6,0.6967676767676768,0.7635837104072397,0.7189950120801185,0.8648030851259122,0.6592693394745106
rmsprop,6,0.6820124223602484,0.7036606334841629,0.6786753246753248,0.8353439216730416,0.6677565657631052
adam,6,0.6912987012987013,0.7160859728506788,0.6980182780182781,0.840315529750139,0.645457423235201
