Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.646169762137504,0.5890030165912518,0.5720329670329669,0.7712955282296561,0.5325914149443561
rmsprop,1,0.6945264331627968,0.6114342520224874,0.6213102686786898,0.7875150803022002,0.5994489774292677
adam,1,0.6442073640213386,0.6366500754147812,0.6244668294668295,0.7980468885824095,0.5895837735051764
adamax,2,0.7648906648906649,0.6027782805429864,0.6237557603686635,0.783400851740123,0.641025641025641
rmsprop,2,0.7184393676498939,0.583393665158371,0.6041389913934041,0.7720698191913479,0.608
adam,2,0.7403851292740181,0.6432696497402379,0.6465206247431414,0.8011328555592799,0.6295306318828183
adamax,3,0.6162301587301589,0.5602503770739065,0.5468475883515731,0.7604261081833666,0.6058558558558558
rmsprop,3,0.7146527777777777,0.5907933634992459,0.5962357327460303,0.7750983665920201,0.5949855351976856
adam,3,0.657476445123504,0.5759366515837104,0.5835953325611769,0.7670261705923535,0.5831097757270093
adamax,4,0.7683936100131752,0.6292292609351433,0.6526326606282112,0.7968212682887772,0.6419437340153453
rmsprop,4,0.7770927601809955,0.6277782805429865,0.654835719821991,0.7958984096716464,0.6409105482526452
adam,4,0.7350074925074924,0.6017468805704099,0.6286747434820457,0.7841742882513999,0.6313437599744653
adamax,5,0.7469572829131653,0.5887526395173455,0.6288304863268003,0.7760885547693591,0.6372273806953141
rmsprop,5,0.6886083743842365,0.5657054709995886,0.5946564091725383,0.7670684561623413,0.6522064323111443
adam,5,0.728125,0.5770603318250377,0.6148951828229973,0.7692788321693047,0.6158398794791778
adamax,6,0.6552884615384615,0.6513936651583709,0.645028470117715,0.8075485070722508,0.6411406600448575
rmsprop,6,0.6453479853479853,0.6877782805429864,0.657520097737489,0.8271425464658615,0.6582318353632928
adam,6,0.7051389223803017,0.7337707390648567,0.7160021597219665,0.8476870044887029,0.6538338828033606
