Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.587017867190281,0.5485630056218291,0.5582914004004391,0.75596517730607,0.5969719586309841
rmsprop,1,0.6955567580567581,0.6794855036031506,0.6821311473660738,0.8195801397483539,0.6401413730320231
adam,1,0.7243827006327006,0.6423212669683258,0.6535492577597841,0.802366804959434,0.6292134831460674
adamax,2,0.6600830835830835,0.6289622926093514,0.6368262456497751,0.7951896955298364,0.6107403876707975
rmsprop,2,0.5948964254136668,0.6363212669683258,0.6071944567300605,0.7992923294811957,0.6201723587615704
adam,2,0.6560439560439559,0.6742292609351432,0.6575343685637802,0.8207174356464607,0.6669486149291606
adamax,3,0.5605832076420311,0.5512669683257918,0.5406057499640388,0.7576687280879297,0.592468268121263
rmsprop,3,0.5568616622868823,0.5185163855752091,0.5106211567934056,0.7393227143387574,0.5552260934025204
adam,3,0.5525856652650911,0.4944645550527904,0.4971096997742766,0.7267718154585165,0.5427994902293967
adamax,4,0.6967248239975513,0.6870300287947347,0.6808125208125207,0.8311523932492406,0.7227795965783081
rmsprop,4,0.6947515593760654,0.6780460715754834,0.6778810927892537,0.8251462749793416,0.6900369003690037
adam,4,0.6930735930735931,0.6742369395310571,0.6755756627391547,0.8237098929452796,0.7005070779632369
adamax,5,0.639732718548508,0.5840542986425339,0.5927333777333778,0.7703106043830202,0.5653327672221633
rmsprop,5,0.6976267424970318,0.6239366515837104,0.6368875661375661,0.792759906237085,0.619078104993598
adam,5,0.6306210500729217,0.562086932675168,0.5733961513157649,0.7631303937952437,0.6085011185682327
adamax,6,0.759368117262854,0.6115466886055121,0.6525950876218256,0.7885467113523795,0.627379288095494
rmsprop,6,0.7381493506493506,0.6448800219388455,0.6614095500459137,0.8059891374131675,0.6418292292932524
adam,6,0.7240543324767924,0.6445536816125051,0.6598691979572696,0.8064676109598229,0.6531329923273657
