Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7114132780799447,0.6750410591587063,0.6871029555240082,0.816306338938321,0.6189154568744663
rmsprop,1,0.7743697478991597,0.6702036199095024,0.7051590909090909,0.8184071152564483,0.6719810406118711
adam,1,0.7519876079086605,0.6839299480475952,0.7070244199616016,0.8214275998566835,0.637618636755824
adamax,2,0.6849079128064636,0.6823462376403553,0.6642452481532941,0.8197920583789904,0.6173633440514469
rmsprop,2,0.7687916743671219,0.6345369532428355,0.6648097006571583,0.7984749468107707,0.6275395033860045
adam,2,0.6453296703296703,0.6519879336349925,0.6407187557187558,0.8088584350047915,0.6539074960127591
adamax,3,0.6359209151405159,0.5827821198409434,0.5789070832549094,0.7745808265118227,0.6223021582733813
rmsprop,3,0.5853017570664629,0.6250346907993967,0.5900095638795329,0.7926732976216535,0.5980433857932794
adam,3,0.6331692075007583,0.6039709310297545,0.5866319954555249,0.7855701191303875,0.625903803835272
adamax,4,0.7999289575376531,0.7359192223898107,0.7472237491872835,0.8491577578020908,0.6708108108108108
rmsprop,4,0.8095456830750948,0.7516859393329981,0.7632326308124495,0.8564660482787081,0.6601575142949617
adam,4,0.7178551246733064,0.6829411764705882,0.6931835651574381,0.8284318887137799,0.7110193712289616
adamax,5,0.6797808441558442,0.6094600301659125,0.6296072874493928,0.7843089253481248,0.5955056179775281
rmsprop,5,0.7480769230769231,0.5934600301659125,0.6314133063460229,0.7754889325937004,0.581312641448432
adam,5,0.7443452380952381,0.5857248198424669,0.5942873324452271,0.7688897665025565,0.5709677419354839
adamax,6,0.8027777777777778,0.7158190045248869,0.7457589179649051,0.8417198580691914,0.6840408382590005
rmsprop,6,0.7693156274855621,0.6980492709904476,0.7117041020650852,0.8279654316216201,0.6187119512976611
adam,6,0.765941985645933,0.6828446455505278,0.7083208020050125,0.8231682846426176,0.6396396396396395
