Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7153752669119986,0.6038036473330591,0.6344304658087649,0.7880481568827389,0.6971153846153846
rmsprop,1,0.7174016071074895,0.6724484665661137,0.675813945238646,0.8179624640918992,0.6726158477583055
adam,1,0.5943193581780537,0.577419306184012,0.5788667291571102,0.7694257631705061,0.6166237113402062
adamax,2,0.6884818160905117,0.6607782805429865,0.661831501831502,0.8138772910316494,0.6656050955414012
rmsprop,2,0.6934681984681984,0.6297526395173454,0.6319282365866622,0.7971479500631085,0.6420962931401788
adam,2,0.6569042069042069,0.5721779788838612,0.5830313519272203,0.7655282318215461,0.5857325655790147
adamax,3,0.5911440609301571,0.5445536816125052,0.5408865450599931,0.7541027597538296,0.5898870473978677
rmsprop,3,0.5619829134183201,0.5371081859317154,0.5408828545192182,0.7501943315806955,0.5878421387651178
adam,3,0.6105562354133256,0.5558727546962842,0.5475190213826577,0.760183874230076,0.6002960769800147
adamax,4,0.6994504406176734,0.693184012066365,0.6805180375180375,0.8303247422358645,0.6752692758878106
rmsprop,4,0.6616596638655462,0.6446349924585218,0.6455956982852611,0.8046605456371765,0.6501128668171557
adam,4,0.7363247863247863,0.6278733031674208,0.6615611468552646,0.7974860670053734,0.6485640250485856
adamax,5,0.6979112062844121,0.5930618401206637,0.612163533179867,0.7793129413408749,0.6290547050636977
rmsprop,5,0.5877344877344878,0.5675414781297135,0.5657395824228,0.7654545632785413,0.5987261146496815
adam,5,0.6025245323339696,0.5476289592760181,0.5587967524174421,0.7513925431887443,0.552334257088041
adamax,6,0.7520959595959595,0.6658190045248868,0.6837468671679199,0.8154899098455358,0.6520949123557076
rmsprop,6,0.7108810674028064,0.682761856879504,0.6849519807408787,0.8194891867237398,0.6067836507596833
adam,6,0.571158085741419,0.5806703536115301,0.5665277054195599,0.7642599494579454,0.5277867009315773
