Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7322855879752431,0.6900859728506787,0.6999519008683095,0.8276647115269113,0.6542016360352703
rmsprop,1,0.7760113476412288,0.695419306184012,0.7112978068513458,0.8330443130740225,0.7085201793721974
adam,1,0.7607320099255583,0.701419306184012,0.7216774628879892,0.8348427424879021,0.6860986547085202
adamax,2,0.6965728715728715,0.6904389140271492,0.6823211884623726,0.8292432953527861,0.6773680864589955
rmsprop,2,0.6872943722943723,0.6905625942684767,0.6791849238908062,0.8297860145631759,0.6875996174689194
adam,2,0.6596153846153846,0.6773212669683258,0.6653212708506826,0.8222730253768722,0.6671949286846275
adamax,3,0.5774840994782345,0.587667626491156,0.5678074450801722,0.7758766113897323,0.6002115282919089
rmsprop,3,0.5579805619086373,0.5282969971205266,0.5139923162941066,0.7441583750113868,0.55579058699101
adam,3,0.6194120694120694,0.6167818456053751,0.6022674295401568,0.7918126417336574,0.6256684491978609
adamax,4,0.7443261507076374,0.661272453037159,0.69000481000481,0.8172513462379452,0.7083644909731865
rmsprop,4,0.754219615509938,0.7127217880159056,0.7155990266038113,0.8437096365961458,0.7216330858960763
adam,4,0.7099173553719008,0.6717660770601946,0.6800389046784032,0.8209105135224234,0.6755806520349457
adamax,5,0.6587022825659189,0.5832579185520361,0.5946501052039701,0.7758183252383977,0.6533546325878594
rmsprop,5,0.7267078681552366,0.6195776772247361,0.6384232284232285,0.7904183394915177,0.6177320912303244
adam,5,0.6771717171717171,0.5939366515837105,0.6116992481203009,0.7759480375502165,0.5842251712328768
adamax,6,0.7517833572960615,0.6882133552721789,0.6963466905764647,0.8293558490843348,0.6771286183861732
rmsprop,6,0.7384918940352911,0.6600315370903607,0.677005962683712,0.815362007506501,0.6766486142083465
adam,6,0.7557138202299494,0.6830851501439738,0.7002801546279808,0.8266310486322616,0.6761327377153797
