Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.8125541125541126,0.6855093925682161,0.7132998758936198,0.8278151363046028,0.6765455704270236
rmsprop,1,0.8033234709491782,0.6689962978198273,0.6993080993080993,0.8200939508710126,0.6872007660389403
adam,1,0.7656246732333689,0.6774345262580557,0.6957529587964371,0.8223094313223399,0.6444068155360356
adamax,2,0.6621682411156095,0.586008501302619,0.6109285716941218,0.7778522967161492,0.6641432988591534
rmsprop,2,0.6649033050946926,0.5718730289318524,0.5852079233897416,0.7682710012599107,0.6098311922709417
adam,2,0.638540870893812,0.5709406279994516,0.5952053695585141,0.7682819379388913,0.6201319429665886
adamax,3,0.6166017316017316,0.6394132730015083,0.6146922576008034,0.7997280661272274,0.5991941469621461
rmsprop,3,0.6286202328137812,0.630393665158371,0.6198125404007757,0.7956974125234365,0.6087511977004152
adam,3,0.6231884057971014,0.6187013574660634,0.6049930986887508,0.7894240285636399,0.5989389920424404
adamax,4,0.6660208478390296,0.6325682160976279,0.6406930906930907,0.8016881624656851,0.6775389177168273
rmsprop,4,0.7011742424242423,0.6877526395173454,0.6587682299026836,0.8270516906373947,0.6580163899978987
adam,4,0.6434924724398408,0.6020457973399149,0.6150817835093343,0.7850227341076184,0.6443691786621507
adamax,5,0.8167381122489481,0.7504936240230358,0.7745004995004995,0.8640077019299128,0.7557881382810022
rmsprop,5,0.7404774083546461,0.7023076923076923,0.7045833333333333,0.8362567017668405,0.699459344853175
adam,5,0.7888846447669977,0.688176333470451,0.7181488598569037,0.8302369447559319,0.6987567739878866
adamax,6,0.7188387635756056,0.7297518168106404,0.7029126218167357,0.8515668369971942,0.7018300378628524
rmsprop,6,0.7342562541127134,0.7408802961744138,0.72714491857349,0.8581891580742933,0.7246118338229123
adam,6,0.7439088602098007,0.7009639380227615,0.7126616073984495,0.8369137076358115,0.6996185632549269
