Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7626279024006297,0.6801851090086385,0.6966679446840665,0.8232561694668141,0.6346478279207085
rmsprop,1,0.7862086112086112,0.6633826957356369,0.6996735353402597,0.8154549532693405,0.6509009009009009
adam,1,0.7614259477895842,0.7016577540106952,0.6996092825880355,0.8367941925924502,0.6904285563862271
adamax,2,0.6783095692186601,0.5620457973399149,0.5875312398714017,0.7628736428202912,0.5982569879902222
rmsprop,2,0.6632703580149643,0.5529781982723159,0.5706472620946305,0.7592043049406869,0.6188747731397459
adam,2,0.6954212454212455,0.5528890717126012,0.5902538812254204,0.7575135092458262,0.5845364132178377
adamax,3,0.6624747474747475,0.6211779788838612,0.6295814019407485,0.791400724414728,0.6180592703541243
rmsprop,3,0.7091696182605275,0.6221760592348827,0.6324048659722927,0.7947431818973754,0.6418292292932523
adam,3,0.6138383838383838,0.6482699849170437,0.6118171365445098,0.8042270846045382,0.5991516436903499
adamax,4,0.6696103896103897,0.6211833264774441,0.6197962307053216,0.7967356250617574,0.6893819334389857
rmsprop,4,0.6500071170659406,0.6325023995612231,0.6285052694771365,0.8019671977546303,0.6792373327715158
adam,4,0.6474913974913975,0.6218730289318525,0.6245650372204742,0.7954173434685025,0.655992390615092
adamax,5,0.8343187514240147,0.6752351569998629,0.7196929246873753,0.8252346283478205,0.730999146029035
rmsprop,5,0.7753349488675576,0.6623529411764706,0.689448829049555,0.8150172941156681,0.6759604128977332
adam,5,0.7674812574915549,0.6937586726998491,0.7169628214922332,0.8312378891624006,0.6869009584664536
adamax,6,0.7073112073112073,0.6784327437268614,0.6743773758543885,0.8254129409292873,0.6903633491311216
rmsprop,6,0.7325014323911383,0.6927013574660633,0.6896755598770999,0.8295524480232329,0.6644652748189177
adam,6,0.6727269030779467,0.7158446455505278,0.6850054847113671,0.8426077499126741,0.6886582653817643
