Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.722266139657444,0.6294062799945153,0.6481666277799317,0.7964934361997508,0.6011816838995568
rmsprop,1,0.7251485356748515,0.5973920197449609,0.6158938304308413,0.7799668920834393,0.5891931902294596
adam,1,0.7319264069264069,0.6123899629781984,0.6255682503069262,0.7875166271756148,0.5904059040590406
adamax,2,0.6221278721278721,0.5415699986288222,0.5587822524495758,0.7528246971427213,0.5993640699523053
rmsprop,2,0.6588429752066116,0.5318730289318524,0.5526583085024643,0.7469151549149268,0.577061691753233
adam,2,0.6857142857142858,0.5118730289318525,0.5447401915752494,0.738252107281464,0.607581420181527
adamax,3,0.6143103448275863,0.6552956259426848,0.6244131794131794,0.809061820013452,0.6232189973614776
rmsprop,3,0.6182905982905983,0.6294132730015083,0.6183920027341079,0.7954166800064508,0.6104515581937673
adam,3,0.5915151515151515,0.5783876319758672,0.5726334047295935,0.7668477220199421,0.5520477815699658
adamax,4,0.6132672882672883,0.5637145207733444,0.5623753058535668,0.7650785888292486,0.623179227359088
rmsprop,4,0.6105251075346769,0.5667448238036473,0.5587834387834388,0.7666547572116369,0.6238541776419766
adam,4,0.6202770183033341,0.48484300013711773,0.501888854053176,0.7224291255358867,0.5619383825417201
adamax,5,0.8509959737232464,0.610796654326066,0.6758859758859759,0.7912699179840541,0.6952595936794582
rmsprop,5,0.7498712881321576,0.670796654326066,0.6929637029637029,0.8217656053940562,0.699523052464229
adam,5,0.8234482067721899,0.6058763197586726,0.6530325814536341,0.7857417714425388,0.6596802074330164
adamax,6,0.6222577422577423,0.5800346907993966,0.5804156617959993,0.770929995030525,0.6098311922709417
rmsprop,6,0.6248767174854131,0.58936802413273,0.5835384845762206,0.7749121189008067,0.598342365317182
adam,6,0.6072543617998165,0.5752063622651857,0.5811787539060267,0.7717718442405979,0.6438036679741334
