Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.7444798865851496,0.6620032908268203,0.6930148817314593,0.8145282867099265,0.6441808747220164
rmsprop,1,0.8135117755807411,0.742520224873166,0.7669366828457737,0.8572362603380262,0.6997140133460438
adam,1,0.7451327265110256,0.6919374742904154,0.7049436226855582,0.8300076946989251,0.6554826418289585
adamax,2,0.7583912430307415,0.6432387220622515,0.6606629970266333,0.8068862212059891,0.6766486142083465
rmsprop,2,0.7185608509137921,0.6340586864116277,0.6383810470730914,0.8005756784573713,0.6424010217113665
adam,2,0.6970934547908232,0.6506546003016591,0.6603512043512044,0.8068586662972705,0.6311868014901543
adamax,3,0.7651146745974331,0.7085396955985191,0.7214534203170567,0.8411432046135812,0.710559796437659
rmsprop,3,0.7338847427082722,0.6844275332510626,0.6934682078749875,0.8278802738959429,0.6873338296288418
adam,3,0.7562129463888995,0.7101617989853284,0.7019824364651951,0.8420314515823449,0.7118429385687144
adamax,4,0.7208624708624709,0.6369622926093516,0.656038061555303,0.800765750852087,0.6506386175807664
rmsprop,4,0.7366935483870968,0.6272036199095022,0.6474045474045472,0.7965781487785649,0.6623070325900515
adam,4,0.7478374478374479,0.6184132730015082,0.651883292460542,0.7900232054288139,0.6256077795786061
adamax,5,0.7684053590088074,0.6820346907993967,0.6948148148148149,0.8234664230255253,0.652317880794702
rmsprop,5,0.7751129718234981,0.6353936651583709,0.6566061943613236,0.7987043052893722,0.626937984496124
adam,5,0.7327525252525252,0.623342383107089,0.646043956043956,0.7918509650750479,0.6138870863075925
adamax,6,0.7024688823107795,0.6751419169066228,0.6760661245448264,0.8235364604447177,0.6883612465550137
rmsprop,6,0.7519822660999131,0.6310722610722611,0.6513014985608568,0.800990915431096,0.6762016163334751
adam,6,0.6524568975161861,0.6047319347319348,0.6202739300408557,0.7874302315063157,0.6657115568290353
