Optimizer,interaction,Precision,Recall,F1,AUC,Kappa
adamax,1,0.6764069264069265,0.6652296722884958,0.6639350267921695,0.8159544425537685,0.6363731766187428
rmsprop,1,0.7075757575757576,0.6580638968874264,0.6740586999207689,0.8131056707381149,0.655263715314552
adam,1,0.6947027719754992,0.683019333607569,0.6835998424233719,0.8247788898793733,0.6354550236717517
adamax,2,0.6155555555555556,0.572045797339915,0.5787210375002114,0.7677825597221504,0.5989389920424404
rmsprop,2,0.6797164042853698,0.5902029343205814,0.6087302029885762,0.7762925640061812,0.588191647233411
adam,2,0.660145118039855,0.6087110928287399,0.6086452762923352,0.7857596926400645,0.5907079646017699
adamax,3,0.6427829746011564,0.6736020841903195,0.6393161801625752,0.8213139243250854,0.6563918505225377
rmsprop,3,0.6900301718483536,0.6895557383792678,0.6781395863322378,0.8311075590884687,0.6912413358538122
adam,3,0.7274671157363781,0.667737556561086,0.6641543641543642,0.8192931994962667,0.6776071995764955
adamax,4,0.7109649122807017,0.6061055806938159,0.6408562805814493,0.7842564386529152,0.6280193236714976
rmsprop,4,0.7697130647130647,0.5932699849170437,0.6363666569201959,0.7773571140127825,0.6243495229835212
adam,4,0.606612130559499,0.5569622926093515,0.5648454469507102,0.7586076248227658,0.605220754108927
adamax,5,0.6741238185682631,0.6249622926093514,0.6061746026178311,0.7894540143580715,0.584847189570421
rmsprop,5,0.6179841269841269,0.6151327300150828,0.6011207681207681,0.7870539199650832,0.5882789317507419
adam,5,0.6657647907647908,0.6497993966817497,0.6364024864024864,0.8053676002461548,0.6092503987240829
adamax,6,0.6735964079837597,0.6427409845056904,0.6423154142039591,0.8076029739014433,0.6897752453308008
rmsprop,6,0.6552669552669552,0.6370670505964623,0.6313128564433069,0.8033072488128506,0.6567541917114836
adam,6,0.6334573002754821,0.6399245852187028,0.6318422657553092,0.8042336127221873,0.6469846606429922
